Bandung,-6.9175,107.6191
Bali,-8.3405,115.092
Semarang,-7.0051,110.4381
Surabaya,-7.2575,112.7521
Makassar,-5.1477,119.4327
Medan,3.5952,98.6722
Palembang,-2.9761,104.7754
Lampung,-5.4254,105.258
Brebes,-6.863,109.0425
Riau,-0.7893,103.5344
